Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
C3747_31g247	C3747_31g247-t42_1	T. cruzi TCC	PRFC01000031:105,530..106,735(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C3747_336g15	C3747_336g15-t42_1	T. cruzi TCC	PRFC01000336:24,186..27,968(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_336g2	C3747_336g2-t42_1	T. cruzi TCC	PRFC01000336:1,881..3,044(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_336g22	C3747_336g22-t42_1	T. cruzi TCC	PRFC01000336:37,956..39,848(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_336g9	C3747_336g9-t42_1	T. cruzi TCC	PRFC01000336:12,804..15,008(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_33g181	C3747_33g181-t42_1	T. cruzi TCC	PRFC01000033:223,943..225,115(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C3747_33g64	C3747_33g64-t42_1	T. cruzi TCC	PRFC01000033:459,047..462,283(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_359g21	C3747_359g21-t42_1	T. cruzi TCC	PRFC01000359:35,116..38,898(+)	serine/threonine protein kinase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_37g48	C3747_37g48-t42_1	T. cruzi TCC	PRFC01000037:95,948..97,798(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	N/A	
C3747_390g14	C3747_390g14-t42_1	T. cruzi TCC	PRFC01000390:28,795..30,333(+)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
C3747_40g56	C3747_40g56-t42_1	T. cruzi TCC	PRFC01000040:187,833..189,116(+)	nicotinate phosphoribosyltransferase	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	N/A	
C3747_433g5	C3747_433g5-t42_1	T. cruzi TCC	PRFC01000433:16,610..20,452(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_43g218	C3747_43g218-t42_1	T. cruzi TCC	PRFC01000043:76,006..80,448(-)	pantothenate kinase subunit	N/A	ATP binding;catalytic activity;pantothenate kinase activity	IEA	N/A	
C3747_458g22	C3747_458g22-t42_1	T. cruzi TCC	PRFC01000458:20,384..24,400(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_458g28	C3747_458g28-t42_1	T. cruzi TCC	PRFC01000458:7,852..9,417(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_47g65	C3747_47g65-t42_1	T. cruzi TCC	PRFC01000047:204,905..205,483(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_48g73	C3747_48g73-t42_1	T. cruzi TCC	PRFC01000048:191,194..193,044(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
C3747_50g105	C3747_50g105-t42_1	T. cruzi TCC	PRFC01000050:192,056..193,882(+)	glucose-6-phosphate isomerase, glycosomal	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
C3747_51g250	C3747_51g250-t42_1	T. cruzi TCC	PRFC01000051:41,539..42,927(-)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	N/A	
C3747_51g68	C3747_51g68-t42_1	T. cruzi TCC	PRFC01000051:273,146..274,684(+)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
C3747_53g23	C3747_53g23-t42_1	T. cruzi TCC	PRFC01000053:44,007..46,040(+)	acetyl-CoA synthetase	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	N/A	
C3747_54g149	C3747_54g149-t42_1	T. cruzi TCC	PRFC01000054:261,664..264,075(-)	inorganic polyphosphate/ATP-NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
C3747_54g197	C3747_54g197-t42_1	T. cruzi TCC	PRFC01000054:129,855..131,420(-)	dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase)	
C3747_55g35	C3747_55g35-t42_1	T. cruzi TCC	PRFC01000055:88,609..89,493(+)	NAD+ synthase	N/A	ATP binding;NAD+ synthase (glutamine-hydrolyzing) activity	IEA	N/A	
C3747_57g67	C3747_57g67-t42_1	T. cruzi TCC	PRFC01000057:191,465..192,595(+)	glucokinase	N/A	ATP binding;glucokinase activity;glucose binding	IEA	N/A	
C3747_60g57	C3747_60g57-t42_1	T. cruzi TCC	PRFC01000060:205,381..206,664(+)	nicotinate phosphoribosyltransferase	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	6.3.4.21 (Nicotinate phosphoribosyltransferase)	
C3747_64g87	C3747_64g87-t42_1	T. cruzi TCC	PRFC01000064:291,612..293,387(-)	cytidine triphosphate synthase	N/A	CTP synthase activity	IEA	N/A	
C3747_65g14	C3747_65g14-t42_1	T. cruzi TCC	PRFC01000065:26,675..28,411(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_65g15	C3747_65g15-t42_1	T. cruzi TCC	PRFC01000065:28,758..30,494(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_65g16	C3747_65g16-t42_1	T. cruzi TCC	PRFC01000065:30,841..32,577(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_65g17	C3747_65g17-t42_1	T. cruzi TCC	PRFC01000065:32,924..34,660(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	7.1.2.2 (H(+)-transporting two-sector ATPase)	
C3747_6g539	C3747_6g539-t42_1	T. cruzi TCC	PRFC01000006:470,535..471,911(-)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	2.4.2.10 (Orotate phosphoribosyltransferase)	
C3747_6g649	C3747_6g649-t42_1	T. cruzi TCC	PRFC01000006:236,683..237,627(-)	dihydroorotate dehydrogenase	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	1.3.98.1 (Dihydroorotate oxidase (fumarate))	
C3747_6g740	C3747_6g740-t42_1	T. cruzi TCC	PRFC01000006:3,232..4,653(-)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
C3747_73g165c	C3747_73g165c-t42_1	T. cruzi TCC	PRFC01000073:88,225..88,452(+)	conserved hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_73g82	C3747_73g82-t42_1	T. cruzi TCC	PRFC01000073:233,988..235,106(+)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
C3747_73g83	C3747_73g83-t42_1	T. cruzi TCC	PRFC01000073:235,699..236,817(+)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
C3747_78g70	C3747_78g70-t42_1	T. cruzi TCC	PRFC01000078:143,735..145,561(+)	glucose-6-phosphate isomerase, glycosomal	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
C3747_7g2443c	C3747_7g2443c-t42_1	T. cruzi TCC	PRFC01000007:499,417..499,644(-)	conserved hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_7g465	C3747_7g465-t42_1	T. cruzi TCC	PRFC01000007:352,582..353,700(-)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
C3747_7g466	C3747_7g466-t42_1	T. cruzi TCC	PRFC01000007:350,869..351,987(-)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
C3747_802g4	C3747_802g4-t42_1	T. cruzi TCC	PRFC01000802:8,673..9,470(+)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
C3747_80g9	C3747_80g9-t42_1	T. cruzi TCC	PRFC01000080:19,330..20,250(+)	ATP synthase F1 subunit gamma protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_81g1	C3747_81g1-t42_1	T. cruzi TCC	PRFC01000081:1,209..3,140(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_81g33	C3747_81g33-t42_1	T. cruzi TCC	PRFC01000081:75,308..79,051(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_81g35	C3747_81g35-t42_1	T. cruzi TCC	PRFC01000081:82,442..86,185(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_81g79	C3747_81g79-t42_1	T. cruzi TCC	PRFC01000081:189,711..193,454(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_82g210	C3747_82g210-t42_1	T. cruzi TCC	PRFC01000082:23,326..25,299(-)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
C3747_83g96	C3747_83g96-t42_1	T. cruzi TCC	PRFC01000083:254,677..256,650(+)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
C3747_84g17	C3747_84g17-t42_1	T. cruzi TCC	PRFC01000084:27,603..30,017(+)	inorganic polyphosphate/ATP-NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
C3747_84g65	C3747_84g65-t42_1	T. cruzi TCC	PRFC01000084:160,424..161,989(+)	dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	N/A	
C3747_87g60	C3747_87g60-t42_1	T. cruzi TCC	PRFC01000087:109,759..111,534(+)	cytidine triphosphate synthase	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
C3747_90g116	C3747_90g116-t42_1	T. cruzi TCC	PRFC01000090:189,594..190,970(-)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
C3747_90g156	C3747_90g156-t42_1	T. cruzi TCC	PRFC01000090:93,605..94,549(-)	dihydroorotate dehydrogenase	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	N/A	
C3747_91g59	C3747_91g59-t42_1	T. cruzi TCC	PRFC01000091:136,475..137,242(+)	conserved hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_92g122	C3747_92g122-t42_1	T. cruzi TCC	PRFC01000092:155,312..156,037(-)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
C3747_93g47	C3747_93g47-t42_1	T. cruzi TCC	PRFC01000093:126,888..128,444(+)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_96g19	C3747_96g19-t42_1	T. cruzi TCC	PRFC01000096:39,338..40,021(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_96g25	C3747_96g25-t42_1	T. cruzi TCC	PRFC01000096:49,299..49,982(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_96g31	C3747_96g31-t42_1	T. cruzi TCC	PRFC01000096:59,236..59,919(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_97g138	C3747_97g138-t42_1	T. cruzi TCC	PRFC01000097:227,012..228,409(-)	kynureninase	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	N/A	
C3747_98g110	C3747_98g110-t42_1	T. cruzi TCC	PRFC01000098:160,051..163,161(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_98g69	C3747_98g69-t42_1	T. cruzi TCC	PRFC01000098:247,791..250,628(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_98g76	C3747_98g76-t42_1	T. cruzi TCC	PRFC01000098:235,280..238,144(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_9g397	C3747_9g397-t42_1	T. cruzi TCC	PRFC01000009:106,372..110,148(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_9g398	C3747_9g398-t42_1	T. cruzi TCC	PRFC01000009:100,422..104,198(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_9g399	C3747_9g399-t42_1	T. cruzi TCC	PRFC01000009:94,442..98,218(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_9g416	C3747_9g416-t42_1	T. cruzi TCC	PRFC01000009:47,550..50,270(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_10g413	C4B63_10g413-t42_1	T. cruzi Dm28c 2018	PRFA01000010:268,609..270,027(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C4B63_10g428	C4B63_10g428-t42_1	T. cruzi Dm28c 2018	PRFA01000010:244,556..245,605(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C4B63_112g23	C4B63_112g23-t42_1	T. cruzi Dm28c 2018	PRFA01000112:48,912..53,354(+)	pantothenate kinase subunit	N/A	ATP binding;catalytic activity;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
C4B63_117g55	C4B63_117g55-t42_1	T. cruzi Dm28c 2018	PRFA01000117:57,594..59,132(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
C4B63_12g330	C4B63_12g330-t42_1	T. cruzi Dm28c 2018	PRFA01000012:204,330..205,886(-)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	7.1.2.2 (H(+)-transporting two-sector ATPase)	
C4B63_134g37	C4B63_134g37-t42_1	T. cruzi Dm28c 2018	PRFA01000134:72,517..73,893(-)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	2.4.2.10 (Orotate phosphoribosyltransferase)	
C4B63_134g61	C4B63_134g61-t42_1	T. cruzi Dm28c 2018	PRFA01000134:17,156..18,100(-)	dihydroorotate dehydrogenase	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	1.3.98.1 (Dihydroorotate oxidase (fumarate))	
C4B63_13g1339c	C4B63_13g1339c-t42_1	T. cruzi Dm28c 2018	PRFA01000013:431,749..431,976(-)	conserved hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C4B63_13g270	C4B63_13g270-t42_1	T. cruzi Dm28c 2018	PRFA01000013:285,557..286,675(-)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
C4B63_13g271	C4B63_13g271-t42_1	T. cruzi Dm28c 2018	PRFA01000013:283,837..284,955(-)	fructose-bisphosphate aldolase, glycosomal	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
C4B63_142g6	C4B63_142g6-t42_1	T. cruzi Dm28c 2018	PRFA01000142:18,116..19,462(+)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
C4B63_143g33	C4B63_143g33-t42_1	T. cruzi Dm28c 2018	PRFA01000143:67,834..70,248(+)	inorganic polyphosphate/ATP-NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
C4B63_147g45	C4B63_147g45-t42_1	T. cruzi Dm28c 2018	PRFA01000147:46,920..48,317(-)	kynureninase	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	3.7.1.3 (Kynureninase)	
C4B63_14g10	C4B63_14g10-t42_1	T. cruzi Dm28c 2018	PRFA01000014:18,545..22,390(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_14g12	C4B63_14g12-t42_1	T. cruzi Dm28c 2018	PRFA01000014:27,508..31,353(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_14g14	C4B63_14g14-t42_1	T. cruzi Dm28c 2018	PRFA01000014:36,470..40,315(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_14g147	C4B63_14g147-t42_1	T. cruzi Dm28c 2018	PRFA01000014:325,318..326,490(+)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C4B63_14g22	C4B63_14g22-t42_1	T. cruzi Dm28c 2018	PRFA01000014:57,774..61,619(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_14g8	C4B63_14g8-t42_1	T. cruzi Dm28c 2018	PRFA01000014:10,223..13,432(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C4B63_157g32	C4B63_157g32-t42_1	T. cruzi Dm28c 2018	PRFA01000157:42,922..44,460(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
C4B63_16g17	C4B63_16g17-t42_1	T. cruzi Dm28c 2018	PRFA01000016:34,316..36,349(+)	acetyl-CoA synthetase	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	6.2.1.1 (Acetate--CoA ligase)	
C4B63_170g28	C4B63_170g28-t42_1	T. cruzi Dm28c 2018	PRFA01000170:48,823..50,673(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
C4B63_17g171	C4B63_17g171-t42_1	T. cruzi Dm28c 2018	PRFA01000017:543,156..547,001(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_17g254	C4B63_17g254-t42_1	T. cruzi Dm28c 2018	PRFA01000017:371,820..372,704(-)	NAD+ synthase	N/A	ATP binding;NAD+ synthase (glutamine-hydrolyzing) activity	IEA	6.3.1.5 (NAD(+) synthase)	
C4B63_18g148	C4B63_18g148-t42_1	T. cruzi Dm28c 2018	PRFA01000018:473,637..475,220(+)	PAS-domain containing phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_18g171	C4B63_18g171-t42_1	T. cruzi Dm28c 2018	PRFA01000018:512,891..513,442(+)	ATP synthase, epsilon chain	N/A	N/A	IEA	N/A	
C4B63_227g20	C4B63_227g20-t42_1	T. cruzi Dm28c 2018	PRFA01000227:40,272..41,150(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
C4B63_22g311	C4B63_22g311-t42_1	T. cruzi Dm28c 2018	PRFA01000022:22,218..23,729(-)	3-phosphoglycerate kinase, glycosomal	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_22g312	C4B63_22g312-t42_1	T. cruzi Dm28c 2018	PRFA01000022:20,532..21,791(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_22g59	C4B63_22g59-t42_1	T. cruzi Dm28c 2018	PRFA01000022:155,475..157,250(+)	cytidine triphosphate synthase	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
C4B63_23g204	C4B63_23g204-t42_1	T. cruzi Dm28c 2018	PRFA01000023:278,913..280,259(-)	ATP-dependent 6-phosphofructokinase, glycosomal	N/A	6-phosphofructokinase activity;ATP binding	IEA	2.7.1.11 (6-phosphofructokinase)	
C4B63_248g14	C4B63_248g14-t42_1	T. cruzi Dm28c 2018	PRFA01000248:33,759..35,585(+)	glucose-6-phosphate isomerase, glycosomal	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
C4B63_24g246	C4B63_24g246-t42_1	T. cruzi Dm28c 2018	PRFA01000024:268,490..269,887(-)	kynureninase	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	3.7.1.3 (Kynureninase)	
C4B63_25g113	C4B63_25g113-t42_1	T. cruzi Dm28c 2018	PRFA01000025:413,802..415,277(+)	GMP reductase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
C4B63_2g380	C4B63_2g380-t42_1	T. cruzi Dm28c 2018	PRFA01000002:990,905..991,993(+)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C4B63_2g547	C4B63_2g547-t42_1	T. cruzi Dm28c 2018	PRFA01000002:1,235,269..1,238,253(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C4B63_2g548	C4B63_2g548-t42_1	T. cruzi Dm28c 2018	PRFA01000002:1,229,358..1,233,131(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_2g549	C4B63_2g549-t42_1	T. cruzi Dm28c 2018	PRFA01000002:1,223,315..1,227,220(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C4B63_2g568	C4B63_2g568-t42_1	T. cruzi Dm28c 2018	PRFA01000002:1,176,968..1,179,688(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_30g176	C4B63_30g176-t42_1	T. cruzi Dm28c 2018	PRFA01000030:281,560..283,974(-)	inorganic polyphosphate/ATP-NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
C4B63_30g231	C4B63_30g231-t42_1	T. cruzi Dm28c 2018	PRFA01000030:150,746..152,311(-)	dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase)	
C4B63_31g109	C4B63_31g109-t42_1	T. cruzi Dm28c 2018	PRFA01000031:317,219..319,336(+)	ribose-phosphate pyrophosphokinase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
