Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL	
PcyM_1315500	PcyM_1315500-t36_1	Plasmodium cynomolgi strain M	PcyM_13:658,742..660,520(-)	glucose-6-phosphate isomerase, putative	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
PfGB4_060031300	PfGB4_060031300-t41_1	Plasmodium falciparum GB4	PfGB4_06:1,038,754..1,041,089(+)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PfKE01_140049700	PfKE01_140049700-t41_1	Plasmodium falciparum KE01	PfKE01_14:1,862,740..1,864,322(-)	fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
PfTG01_140051700	PfTG01_140051700-t41_1	Plasmodium falciparum TG01	PfTG01_14:1,928,326..1,929,573(-)	pyruvate dehydrogenase E1 component subunit beta	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
SS50377_12284	SS50377_12284-t26_1	Spironucleus salmonicida ATCC50377	KI546038:28,490..30,031(-)	Glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
TCDM_04067	TCDM_04067-t26_1	Trypanosoma cruzi Dm28c 2014	AYLP01000033:110,257..111,546(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
TGBR9_283780	TGBR9_283780-t46_1	Toxoplasma gondii TgCATBr9	KZ792655.1:1,364,704..1,374,816(-)	glucose-6-phosphate isomerase GPI	GO:0016021	integral component of membrane	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
TGCAST_226960A	TGCAST_226960A-t46_1	Toxoplasma gondii CAST	ML130701:2,078,802..2,079,509(+)	phosphofructokinase PFKII	GO:0005945;GO:0005737	6-phosphofructokinase complex;cytoplasm	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
TGCOUG_240890B	TGCOUG_240890B-t46_1	Toxoplasma gondii COUG	KZ624829.1:2,078,169..2,084,367(-)	6-phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
TGME49_272290	TGME49_272290-t26_1	Toxoplasma gondii ME49	TGME49_chrVIII:4,085,352..4,089,609(+)	pyruvate dehydrogenase complex subunit PD-HE1Beta	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
TGP89_236040B	TGP89_236040B-t30_1	Toxoplasma gondii p89	KL998091:1,101,949..1,102,341(+)	fructose-1,6-bisphosphate aldolase	GO:0045177;GO:0005737;GO:0070258	apical part of cell;cytoplasm;inner membrane pellicle complex	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TOT_040000220	TOT_040000220-t26_1	Theileria orientalis strain Shintoku	AP011949:471,018..472,383(-)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
TcCLB.503733.20	TcCLB.503733.20:mRNA	Trypanosoma cruzi CL Brener Non-Esmeraldo-like	TcChr19-P:274,909..277,158(-)	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	N/A	N/A	GO:0003873;GO:0005524;GO:0019203	6-phosphofructo-2-kinase activity;ATP binding;carbohydrate phosphatase activity	GO:0006000;GO:0006096	fructose metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.105 (6-phosphofructo-2-kinase)	
TcCLB.504153.20	TcCLB.504153.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr39-S:650,829..653,549(+)	phosphoglycerate kinase, putative	GO:0016021	integral component of membrane	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0020015	glycosome	GO:0030551	cyclic nucleotide binding	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
TcCLB.504163.40	TcCLB.504163.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr20-S:278,913..280,031(+)	fructose-bisphosphate aldolase, glycosomal, putative	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	GO:0020015	glycosome	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TcCLB.508479.230	TcCLB.508479.230:mRNA	Trypanosoma cruzi CL Brener Non-Esmeraldo-like	TcChr40-P:1,955,422..1,956,417(+)	peroxin-2, putative	GO:0046860	glycosome membrane	N/A	N/A	GO:0016557	peroxisome membrane biogenesis	GO:0005737	cytoplasm	N/A	N/A	GO:0006096;GO:0007031;GO:0017038	glycolytic process;peroxisome organization;protein import	N/A	N/A	
Tc_MARK_4839	Tc_MARK_4839.mRNA	Trypanosoma cruzi marinkellei strain B7	TcMARK_CONTIG_2226:24,446..25,945(+)	pyruvate kinase 2, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
TvY486_0100140	TvY486_0100140:mRNA	Trypanosoma vivax Y486	TvY486_01:33,628..34,890(-)	phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0097014;GO:0005737	ciliary plasm;cytoplasm	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
TvY486_0100150	TvY486_0100150:mRNA	Trypanosoma vivax Y486	TvY486_01:35,259..36,278(-)	phosphoglycerate kinase, putative, (fragment)	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0097014;GO:0005737	ciliary plasm;cytoplasm	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
YYG_01411	YYG_01411-t30_1	Plasmodium vinckei petteri strain CR	KI965396:883,449..885,633(+)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
cand_038760	cand_038760-t32_1	Cryptosporidium andersoni isolate 30847	LRBS01000121:445,261..449,412(+)	phosphofructokinase family protein	N/A	N/A	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
cyc_05383	cyc_05383-t31_1	Cyclospora cayetanensis strain CHN_HEN01	JROU02000944:22,337..23,899(+)	hypothetical protein	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
evm.TU.AC2VRR_s00217g313	evm.model.AC2VRR_s00217g313	Albugo candida 2VRR	Acan2VRR_SC217:592,729..593,704(+)	unspecified product	N/A	N/A	GO:0016868;GO:0004619	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
AK88_04138	AK88_04138-t30_1	Plasmodium fragile strain nilgiri	KQ001698:145,880..147,873(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
BEWA_053100	BEWA_053100-t26_1	Theileria equi strain WA	ACOU01000003:358,235..359,664(+)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase LytB, putative	N/A	N/A	GO:0051745;GO:0046872	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity;metal ion binding	GO:0050992;GO:0019288	dimethylallyl diphosphate biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	N/A	N/A	N/A	N/A	N/A	N/A	1.17.1.2 (Transferred entry: 1.17.7.4);1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	
CMU_029810	CMU_029810-t26_1	Cryptosporidium muris RN66	DS989735:292,503..293,579(+)	fructose-1,6-bisphosphate aldolase, putative	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
CmeUKMEL1_06115	CmeUKMEL1_06115-t37_1	Cryptosporidium meleagridis strain UKMEL1	JIBK01000010:216,439..218,142(-)	Phosphoglucose isomerase family protein	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	
Cvel_26063	Cvel_26063.t1	Chromera velia CCMP2878	Cvel_scaffold3040:2,931..14,946(-)	Pyruvate carboxylase, mitochondrial, putative	N/A	N/A	GO:0005524;GO:0009374;GO:0003824;GO:0046872;GO:0004736	ATP binding;biotin binding;catalytic activity;metal ion binding;pyruvate carboxylase activity	GO:0006094;GO:0006090	gluconeogenesis;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.4.1.1 (Pyruvate carboxylase)	
Cvel_7608	Cvel_7608.t1	Chromera velia CCMP2878	Cvel_scaffold401:33,475..43,787(-)	Pyrophosphate--fructose 6-phosphate, putative	N/A	N/A	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
EHI_098420	EHI_098420A	Entamoeba histolytica HM-1:IMSS	DS571169:67,787..68,767(+)	pyruvate kinase, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
EIN_152840	EIN_152840-t26_1	Entamoeba invadens IP1	KB206474:324,929..326,236(+)	enolase, putative	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
ETH_00013840	ETH_00013840-t26_1	Eimeria tenella strain Houghton	HG675740:121,280..125,049(-)	pyruvate kinase, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
EfaB_MINUS_32574.g2470	EfaB_MINUS_32574.g2470.t1	Eimeria falciformis Bayer Haberkorn 1970	EfaB_Contig_32574:344,095..346,774(-)	unspecified product	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
GMRT_11419	GMRT_11419-t45_1	Giardia muris strain Roberts-Thomson	VDLU01000002:504,535..506,412(-)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
GMRT_13306	GMRT_13306-t45_1	Giardia muris strain Roberts-Thomson	VDLU01000005:234,125..234,889(-)	Triosephosphate isomerase, cytosolic	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
LAMA_000221800	LAMA_000221800.1	Leishmania amazonensis MHOM/BR/71973/M2269	KE391479.1:16,033..17,322(+)	Enolase, N-terminal domain/Enolase, C-terminal TIM barrel domain/Enolase C-terminal domain-like, putative	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	GO:0005829;GO:0009897;GO:0000015	cytosol;external side of plasma membrane;phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
LINF_300039500	LINF_300039500-T1	Leishmania infantum JPCM5	LinJ.30:1,233,658..1,235,241(+)	PAS-domain containing phosphoglycerate kinase - putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096;GO:0006355	glycolytic process;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
LTULEM423_110016700	LTULEM423_110016700.1	Leishmania turanica strain LEM423	LtuLEM423_11:393,852..396,596(+)	pyruvate phosphate dikinase, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0050242;GO:0016772	ATP binding;catalytic activity;kinase activity;pyruvate, phosphate dikinase activity;transferase activity, transferring phosphorus-containing groups	GO:0016310;GO:0006090	phosphorylation;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.9.1 (Pyruvate, phosphate dikinase)	
LdBPK_303430.1	LdBPK_303430.1.1	Leishmania donovani BPK282A1	Ld30_v01s1:1,254,731..1,256,314(+)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096;GO:0006355	glycolytic process;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
PADL01_1439900	PADL01_1439900-t36_1	Plasmodium adleri G01	PADLG01_14:1,540,361..1,541,361(+)	triosephosphate isomerase	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PAG1_G000310	EPrPAT00000013368	Pythium aphanidermatum DAOM BR444	PaphDAOMBR444_SC0005:76,238..77,314(+)	Fructose-bisphosphate aldolase.	N/A	N/A	GO:0016832;GO:0003824;GO:0004332;GO:0008270	aldehyde-lyase activity;catalytic activity;fructose-bisphosphate aldolase activity;zinc ion binding	GO:0005975;GO:0006096	carbohydrate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
PAG1_G004389	EPrPAT00000017471	Pythium aphanidermatum DAOM BR444	PaphDAOMBR444_SC0146:49,352..51,271(-)	Pyruvate kinase.	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PAR_G007072	EPrPRT00000020152	Pythium arrhenomanes ATCC 12531	ParrATCC12531_SC01203:5,269..6,585(+)	Phosphoglycerate kinase.	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PCHAS_0816700	PCHAS_0816700.1	Plasmodium chabaudi chabaudi	PCHAS_08_v3:703,597..707,517(-)	ATP-dependent 6-phosphofructokinase, putative	GO:0005737	cytoplasm	GO:0003872;GO:0005524;GO:0047334;GO:0046872	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity;metal ion binding	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
PCON_0018760	PCON_0018760.mRNA	Paratrypanosoma confusum CUL13	Pcon_scaffold00004_1:319,150..320,649(+)	pyruvate kinase 2	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
PCYB_126870	PCYB_126870-t26_1	Plasmodium cynomolgi strain B	DF157104:2,600,252..2,601,454(+)	pyruvate dehydrogenase E1 beta subunit	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
PHPALM_29667	PHPALM_29667-t46_1	Phytophthora palmivora var. palmivora strain sbr112.9	NCKW01016077:22..1,072(-)	Pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PHYCA_103586	PHYCA_103586T0	Phytophthora capsici LT1534	PcapLT1534_SC008:697,796..698,254(-)	 glycerol 3-phosphate dehydrogenase 	GO:0005737	cytoplasm	GO:0051287;GO:0050661;GO:0005488;GO:0003824;GO:0004365;GO:0016620	NAD binding;NADP binding;binding;catalytic activity;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006096;GO:0008152;GO:0055114	glycolytic process;metabolic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.59 (Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
PIR_G003595	EPrPIT00000016675	Globisporangium irregulare DAOM BR486	PirrDAOMBR486_SC0172:11,593..12,541(+)	Triosephosphate isomerase	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PITG_03277	PITG_03277-t26_1	Phytophthora infestans T30-4	DS028121:1,255,994..1,257,559(+)	pyruvate dehydrogenase E1 component subunit alpha	GO:0043231	intracellular membrane-bounded organelle	GO:0016624;GO:0004739	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
PKNH_0209100	PKNH_0209100.1	Plasmodium knowlesi strain H	PKNH_02_v2:375,042..376,448(-)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative	N/A	N/A	GO:0051539;GO:0051745;GO:0046872	4 iron, 4 sulfur cluster binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity;metal ion binding	GO:0050992;GO:0019288	dimethylallyl diphosphate biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	1.17.1.2 (Transferred entry: 1.17.7.4);1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	
PKNOH_S08497300	PKNOH_S08497300-t35_1	Plasmodium knowlesi strain Malayan Strain Pk1 A	NETL01000022:1,198,412..1,199,416(+)	2-C-methyl-D-erythritol 2 - 4-cyclodiphosphate synthase	N/A	N/A	GO:0008685;GO:0046872	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity;metal ion binding	GO:0019288;GO:0016114	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;terpenoid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	
