Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
CTYZ_00000742	CTYZ_00000742-RA	C. tyzzeri isolate UGA55	Ctyz_7:379,741..381,522(+)	Tryptophanyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
CTYZ_00000747	CTYZ_00000747-RA	C. tyzzeri isolate UGA55	Ctyz_7:391,706..393,917(+)	Aspartate--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleotide binding	IEA	N/A	
CTYZ_00000769	CTYZ_00000769-RA	C. tyzzeri isolate UGA55	Ctyz_7:432,430..434,721(+)	Threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
CTYZ_00001112	CTYZ_00001112-RA	C. tyzzeri isolate UGA55	Ctyz_7:1,110,956..1,113,375(+)	ALDH/Gamma-glutamyl phosphate reductase	N/A	glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA	N/A	
CTYZ_00001228	CTYZ_00001228-RA	C. tyzzeri isolate UGA55	Ctyz_6:121,172..124,141(+)	Alanyl-tRNA synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
CTYZ_00001271	CTYZ_00001271-RA	C. tyzzeri isolate UGA55	Ctyz_6:232,761..234,971(-)	Cysteinyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	N/A	
CTYZ_00001488	CTYZ_00001488-RA	C. tyzzeri isolate UGA55	Ctyz_6:674,592..675,716(-)	Tyrosyl-tRNA synthetase (Tyrosyl-tRNA ligase TyrRS). class-I aaRS	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	N/A	
CTYZ_00001570	CTYZ_00001570-RA	C. tyzzeri isolate UGA55	Ctyz_6:855,227..856,179(-)	Pyrroline-5-carboxylate reductase	N/A	pyrroline-5-carboxylate reductase activity	IEA	N/A	
CTYZ_00001643	CTYZ_00001643-RA	C. tyzzeri isolate UGA55	Ctyz_6:1,026,527..1,028,593(+)	Proline-tRNA synthetase class II	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
CTYZ_00001661	CTYZ_00001661-RA	C. tyzzeri isolate UGA55	Ctyz_6:1,078,463..1,079,908(+)	Glutamine synthetase type I	N/A	catalytic activity;glutamate-ammonia ligase activity	IEA	N/A	
CTYZ_00001991	CTYZ_00001991-RA	C. tyzzeri isolate UGA55	Ctyz_4:528,423..529,733(-)	Lysine--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
CTYZ_00002475	CTYZ_00002475-RA	C. tyzzeri isolate UGA55	Ctyz_2:454,337..455,800(+)	Glutamate/acetylglutamate kinase	N/A	RNA binding;glutamate 5-kinase activity	IEA	N/A	
CTYZ_00002696	CTYZ_00002696-RA	C. tyzzeri isolate UGA55	Ctyz_2:975,806..977,137(+)	Tryptophan synthase beta chain	N/A	tryptophan synthase activity	IEA	N/A	
CTYZ_00003056	CTYZ_00003056-RA	C. tyzzeri isolate UGA55	Ctyz_3:809,803..811,332(-)	phenylalanyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
CTYZ_00003109	CTYZ_00003109-RA	C. tyzzeri isolate UGA55	Ctyz_3:945,818..949,120(+)	Isoleucine-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
CTYZ_00003223	CTYZ_00003223-RA	C. tyzzeri isolate UGA55	Ctyz_5:163,551..167,497(-)	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
CTYZ_00003492	CTYZ_00003492-RA	C. tyzzeri isolate UGA55	Ctyz_5:744,392..746,242(-)	Arginine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
CTYZ_00003800	CTYZ_00003800-RA	C. tyzzeri isolate UGA55	Ctyz_1:482,157..484,079(-)	Glutamine-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ChTU502y2012_295g0405	ChTU502y2012_295g0405-t32_1	C. hominis isolate TU502_2012	JIBM01000002:171,836..173,434(-)	Lysine--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;metal ion binding;nucleic acid binding;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
ChTU502y2012_305g0130	ChTU502y2012_305g0130-t32_1	C. hominis isolate TU502_2012	JIBM01000009:42,388..44,310(+)	tRNA synthetases class I (E and Q) anti-codon binding domain	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.18 (Glutamine--tRNA ligase)	
ChTU502y2012_318g0005	ChTU502y2012_318g0005-t32_1	C. hominis isolate TU502_2012	JIBM01000022:1,014..2,231(+)	Pyridoxal-phosphate dependent enzyme	N/A	tryptophan synthase activity	IEA	4.2.1.20 (Tryptophan synthase)	
ChTU502y2012_322g0005	ChTU502y2012_322g0005-t32_1	C. hominis isolate TU502_2012	JIBM01000026:2,844..3,830(+)	Aspartate-ammonia ligase	N/A	aspartate-ammonia ligase activity	IEA	6.3.1.1 (Aspartate--ammonia ligase)	
ChTU502y2012_366g0060	ChTU502y2012_366g0060-t32_1	C. hominis isolate TU502_2012	JIBM01000062:17,028..18,491(+)	Amino acid kinase family	N/A	ATP binding;RNA binding;glutamate 5-kinase activity	IEA	2.7.2.11 (Glutamate 5-kinase)	
ChTU502y2012_374g0165	ChTU502y2012_374g0165-t32_1	C. hominis isolate TU502_2012	JIBM01000070:78,165..80,015(+)	DALR anticodon binding domain	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.19 (Arginine--tRNA ligase)	
ChTU502y2012_375g0025	ChTU502y2012_375g0025-t32_1	C. hominis isolate TU502_2012	JIBM01000071:11,023..12,153(-)	tRNA synthetases class I (W and Y)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
ChTU502y2012_377g0040	ChTU502y2012_377g0040-t32_1	C. hominis isolate TU502_2012	JIBM01000073:22,065..23,429(-)	tRNA synthetase class II core domain (G H P S and T)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
ChTU502y2012_382g0055	ChTU502y2012_382g0055-t32_1	C. hominis isolate TU502_2012	JIBM01000078:29,915..31,360(+)	Glutamine synthetase	N/A	ATP binding;catalytic activity;glutamate-ammonia ligase activity	IEA	6.3.1.2 (Glutamine synthetase)	
ChTU502y2012_384g0310	ChTU502y2012_384g0310-t32_1	C. hominis isolate TU502_2012	JIBM01000080:214,497..216,656(-)	Asparagine synthetase domain-containing protein 1	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
ChTU502y2012_385g0295	ChTU502y2012_385g0295-t32_1	C. hominis isolate TU502_2012	JIBM01000081:124,825..128,765(+)	tRNA synthetases class I (I L M and V)	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.4 (Leucine--tRNA ligase)	
ChTU502y2012_386g0220	ChTU502y2012_386g0220-t32_1	C. hominis isolate TU502_2012	JIBM01000082:90,867..92,879(+)	Glutamine amidotransferase class-I	N/A	ATP binding;CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
ChTU502y2012_401g0030	ChTU502y2012_401g0030-t32_1	C. hominis isolate TU502_2012	JIBM01000096:19,444..20,973(+)	putative phenylalanine--tRNA ligase alpha subunit	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
ChTU502y2012_403g0120	ChTU502y2012_403g0120-t32_1	C. hominis isolate TU502_2012	JIBM01000098:58,480..60,681(+)	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform	N/A	binding;poly(U) RNA binding;protein phosphatase regulator activity;protein phosphatase type 2A regulator activity	IEA	N/A	
ChTU502y2012_405g0025	ChTU502y2012_405g0025-t32_1	C. hominis isolate TU502_2012	JIBM01000100:9,869..12,997(+)	Anticodon-binding domain of tRNA	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.9 (Valine--tRNA ligase)	
ChTU502y2012_405g0145	ChTU502y2012_405g0145-t32_1	C. hominis isolate TU502_2012	JIBM01000100:54,252..56,195(-)	Phenylalanine--tRNA ligase beta subunit	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
ChTU502y2012_405g0215	ChTU502y2012_405g0215-t32_1	C. hominis isolate TU502_2012	JIBM01000100:82,706..84,394(+)	tRNA synthetases class I (I L M and V)	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
ChTU502y2012_405g0475	ChTU502y2012_405g0475-t32_1	C. hominis isolate TU502_2012	JIBM01000100:198,937..201,870(-)	Histidyl-tRNA synthetase	N/A	ATP binding;histidine-tRNA ligase activity	IEA	6.1.1.21 (Histidine--tRNA ligase)	
ChTU502y2012_406g0020	ChTU502y2012_406g0020-t32_1	C. hominis isolate TU502_2012	JIBM01000101:13,183..16,152(+)	Alanine--tRNA ligase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;metal ion binding;nucleic acid binding;nucleotide binding;tRNA binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
ChTU502y2012_406g0215	ChTU502y2012_406g0215-t32_1	C. hominis isolate TU502_2012	JIBM01000101:125,683..127,882(-)	Cysteine--tRNA ligase cytoplasmic	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;metal ion binding;nucleotide binding;tRNA binding	IEA	6.1.1.16 (Cysteine--tRNA ligase)	
ChTU502y2012_407g0730	ChTU502y2012_407g0730-t32_1	C. hominis isolate TU502_2012	JIBM01000102:373,306..375,087(+)	Tryptophan--tRNA ligase cytoplasmic	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
ChTU502y2012_407g0755	ChTU502y2012_407g0755-t32_1	C. hominis isolate TU502_2012	JIBM01000102:385,289..387,500(+)	Aspartate--tRNA ligase cytoplasmic	N/A	ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.12 (Aspartate--tRNA ligase)	
ChTU502y2012_407g0850	ChTU502y2012_407g0850-t32_1	C. hominis isolate TU502_2012	JIBM01000102:426,205..428,496(+)	tRNA synthetase class II core domain (G H P S and T)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	6.1.1.3 (Threonine--tRNA ligase)	
ChTU502y2012_407g2445	ChTU502y2012_407g2445-t32_1	C. hominis isolate TU502_2012	JIBM01000102:1,106,468..1,107,799(+)	Gamma-glutamyl phosphate reductase	N/A	NADP binding;glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA	1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase)	
ChTU502y2012_407g2585	ChTU502y2012_407g2585-t32_1	C. hominis isolate TU502_2012	JIBM01000102:1,200,001..1,200,501(-)	D-Tyr-tRNA(Tyr) deacylase	N/A	D-aminoacyl-tRNA deacylase activity;aminoacyl-tRNA editing activity;hydrolase activity, acting on ester bonds	IEA	3.1.-.- (Acting on ester bonds.)	
ChTU502y2012_408g0020	ChTU502y2012_408g0020-t32_1	C. hominis isolate TU502_2012	JIBM01000103:8,009..9,208(+)	Tyrosine--tRNA ligase cytoplasmic	N/A	ATP binding;tRNA binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
ChTU502y2012_408g0430	ChTU502y2012_408g0430-t32_1	C. hominis isolate TU502_2012	JIBM01000103:236,110..237,426(+)	Cysteine desulfurase	N/A	cysteine desulfurase activity;pyridoxal phosphate binding	IEA	2.8.1.7 (Cysteine desulfurase)	
ChTU502y2012_409g0065	ChTU502y2012_409g0065-t32_1	C. hominis isolate TU502_2012	JIBM01000104:26,548..28,518(-)	tRNA synthetase class II core domain (G H P S and T)	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.14 (Glycine--tRNA ligase)	
ChTU502y2012_409g0170	ChTU502y2012_409g0170-t32_1	C. hominis isolate TU502_2012	JIBM01000104:88,599..90,266(+)	tRNA synthetases class I (E and Q) anti-codon binding domain	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
ChTU502y2012_409g0380	ChTU502y2012_409g0380-t32_1	C. hominis isolate TU502_2012	JIBM01000104:201,850..203,349(-)	Asparagine--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.22 (Asparagine--tRNA ligase)	
ChTU502y2012_415g0350	ChTU502y2012_415g0350-t32_1	C. hominis isolate TU502_2012	JIBM01000110:166,648..167,600(-)	Pyrroline-5-carboxylate reductase 3	N/A	pyrroline-5-carboxylate reductase activity	IEA	1.5.1.2 (Pyrroline-5-carboxylate reductase)	
ChTU502y2012_416g0110	ChTU502y2012_416g0110-t32_1	C. hominis isolate TU502_2012	JIBM01000111:45,966..49,268(+)	Isoleucine--tRNA ligase cytoplasmic	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.5 (Isoleucine--tRNA ligase)	
ChTU502y2012_417g0035	ChTU502y2012_417g0035-t32_1	C. hominis isolate TU502_2012	JIBM01000112:20,116..22,182(-)	Proline--tRNA ligase	N/A	ATP binding;Ala-tRNA(Pro) hydrolase activity;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	6.1.1.15 (Proline--tRNA ligase)	
ChTU502y2012_421g0415	ChTU502y2012_421g0415-t32_1	C. hominis isolate TU502_2012	JIBM01000116:207,421..208,737(-)	Serine hydroxymethyltransferase mitochondrial	N/A	L-allo-threonine aldolase activity;amino acid binding;chromatin binding;glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
ChTU502y2012_421g0430	ChTU502y2012_421g0430-t32_1	C. hominis isolate TU502_2012	JIBM01000116:210,959..212,296(-)	Serine hydroxymethyltransferase 1	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
ChTU502y2012_422g0145	ChTU502y2012_422g0145-t32_1	C. hominis isolate TU502_2012	JIBM01000117:75,747..77,312(+)	Dihydrofolate reductase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase)	
Chro.10244	Chro.10244-t26_1	C. hominis TU502	AAEL01000367:2,627..4,549(+)	glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.20246	Chro.20246-t26_1	C. hominis TU502	AAEL01000075:8,284..9,600(-)	glutamate 5-kinase (gamma-glutamyl kinase) (GK)	N/A	RNA binding;glutamate 5-kinase activity	IEA	N/A	
Chro.30378	Chro.30378-t26_1	C. hominis TU502	AAEL01000020:7,195..8,724(-)	phenylalanyl-trna synthetase-like protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
Chro.30434	Chro.30434-t26_1	C. hominis TU502	AAEL01000627:129..2,504(+)	isoleucine-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.40267	Chro.40267-t26_1	C. hominis TU502	AAEL01000018:12,806..14,404(+)	Kars protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
Chro.50330	Chro.50330-t26_1	C. hominis TU502	AAEL01000369:4,614..5,294(+)	leucyl tRNA synthetase (134.5 kD) (lrs-1)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.50331	Chro.50331-t26_1	C. hominis TU502	AAEL01000369:5,542..7,416(+)	KIAA1352 protein	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.50402	Chro.50402-t26_1	C. hominis TU502	AAEL01000622:1,311..2,828(-)	RIKEN cDNA 2610011N19 gene	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.50501	Chro.50501-t26_1	C. hominis TU502	AAEL01001330:13..676(+)	hypothetical protein	N/A	aspartate-ammonia ligase activity	IEA	N/A	
Chro.50503	Chro.50503-t26_1	C. hominis TU502	AAEL01000915:216..1,445(+)	tryptophan synthase	N/A	tryptophan synthase activity	IEA	N/A	
Chro.60075	Chro.60075-t26_1	C. hominis TU502	AAEL01000342:4,096..7,065(-)	cytosolic tRNA-Ala synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
Chro.60125	Chro.60125-t26_1	C. hominis TU502	AAEL01000025:5,664..6,941(-)	cysteinyl-tRNA-synthetase	N/A	ATP binding;cysteine-tRNA ligase activity	IEA	N/A	
Chro.60344	Chro.60344-t26_1	C. hominis TU502	AAEL01000041:16,218..17,348(-)	tyrosyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	N/A	
Chro.60505	Chro.60505-t26_1	C. hominis TU502	AAEL01000732:220..609(+)	aminoacyl-tRNA synthetase	N/A	ATP binding;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
Chro.60524	Chro.60524-t26_1	C. hominis TU502	AAEL01000023:3,760..5,205(+)	glutamine synthetase	N/A	catalytic activity;glutamate-ammonia ligase activity	IEA	N/A	
Chro.70176	Chro.70176-t26_1	C. hominis TU502	AAEL01000003:39,207..40,988(-)	IFP53	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
Chro.70181	Chro.70181-t26_1	C. hominis TU502	AAEL01000003:27,698..29,005(-)	aspartate--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.70182	Chro.70182-t26_1	C. hominis TU502	AAEL01000003:26,794..27,042(-)	aspartate-tRNA ligase F10M23.210	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.70201	Chro.70201-t26_1	C. hominis TU502	AAEL01000163:970..3,261(-)	threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
Chro.70551	Chro.70551-t26_1	C. hominis TU502	AAEL01000159:12,723..14,054(-)	COG0014: gamma-glutamyl phosphate reductase	N/A	NADP binding;glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA	N/A	
Chro.80047	Chro.80047-t26_1	C. hominis TU502	AAEL01000103:6,337..7,836(-)	asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.80098	Chro.80098-t26_1	C. hominis TU502	AAEL01000351:3,156..4,823(+)	glutamate--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.80123	Chro.80123-t26_1	C. hominis TU502	AAEL01000571:406..2,187(+)	glycyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.80302	Chro.80302-t26_1	C. hominis TU502	AAEL01000033:25,331..26,647(-)	serine hydroxymethyltransferase 2 (mitochondrial)	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
Chro.80306	Chro.80306-t26_1	C. hominis TU502	AAEL01000033:28,873..30,210(-)	serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
Chro.80361	Chro.80361-t26_1	C. hominis TU502	AAEL01000119:2,466..5,594(-)	valyl tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	N/A	
Chro.80385	Chro.80385-t26_1	C. hominis TU502	AAEL01000005:26,852..28,795(-)	phenylalanyl-tRNA synthetase beta-subunit	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
Chro.80398	Chro.80398-t26_1	C. hominis TU502	AAEL01000005:55,308..56,996(+)	methionine -- tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	N/A	
Chro.80461	Chro.80461-t26_1	C. hominis TU502	AAEL01000199:7,219..8,805(+)	histidyl-tRNA synthetase (EC 6.1.1.21) (Histidine--tRNA ligase) (HisRS)	N/A	ATP binding;histidine-tRNA ligase activity	IEA	N/A	
Chro.80542	Chro.80542-t26_1	C. hominis TU502	AAEL01000180:10,560..11,924(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
CmeUKMEL1_00775	CmeUKMEL1_00775-t37_1	C. meleagridis strain UKMEL1	JIBK01000002:350,817..352,739(-)	glutamine--tRNA ligase	glutamine-tRNA ligase activity	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA, ISS	6.1.1.18 (Glutamine--tRNA ligase)	
CmeUKMEL1_02305	CmeUKMEL1_02305-t37_1	C. meleagridis strain UKMEL1	JIBK01000003:314,357..315,955(-)	lysine--tRNA ligase	lysine-tRNA ligase activity	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA, ISS	6.1.1.6 (Lysine--tRNA ligase)	
CmeUKMEL1_03270	CmeUKMEL1_03270-t37_1	C. meleagridis strain UKMEL1	JIBK01000005:157,962..159,293(-)	glutamate-5-semialdehyde dehydrogenase	glutamate-5-semialdehyde dehydrogenase activity	NADP binding;glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA, ISS	1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase)	
CmeUKMEL1_04970	CmeUKMEL1_04970-t37_1	C. meleagridis strain UKMEL1	JIBK01000008:189,641..191,839(+)	cysteine--tRNA ligase	cysteine-tRNA ligase activity	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA, ISS	6.1.1.16 (Cysteine--tRNA ligase)	
CmeUKMEL1_05240	CmeUKMEL1_05240-t37_1	C. meleagridis strain UKMEL1	JIBK01000009:82,354..84,420(+)	proline--tRNA ligase	proline-tRNA ligase activity	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA, ISS	6.1.1.15 (Proline--tRNA ligase)	
CmeUKMEL1_05325	CmeUKMEL1_05325-t37_1	C. meleagridis strain UKMEL1	JIBK01000009:133,936..135,381(+)	glutamine synthetase type I	glutamate-ammonia ligase activity	catalytic activity;glutamate-ammonia ligase activity	IEA, ISS	6.3.1.2 (Glutamine synthetase)	
